"","Site","State","Tideshed","Acres","Hectares","Treatment","Age_2021","Runnel_Install","Image_Date","UVVR","Timeline","UVVR_Earliest","Veg_Area","Veg_Earliest","Veg_Percent","Veg_PChange","Tideshed_ID","Timeline.Baseline","UVVR.Baseline","BaselineCondition"
"167","Ipswich","MA",10,4.762,1.929,"Reference",-2,2023,2021,0.076,-2,0.079,1.793,1.787,92.9497148781752,0.31,"47",-2,0.076,"Healthy"
"168","Ipswich","MA",11,4.598,1.862,"Reference",-2,2023,2014,0.074,-9,0.074,1.734,1.734,93.12567132116,NA,"48",-2,0.056,"Healthy"
"169","Ipswich","MA",11,4.598,1.862,"Reference",-2,2023,2016,0.06,-7,0.074,1.757,1.734,94.3609022556391,1.24,"48",-2,0.056,"Healthy"
"170","Ipswich","MA",11,4.598,1.862,"Reference",-2,2023,2018,0.051,-5,0.074,1.772,1.734,95.1664876476907,2.04,"48",-2,0.056,"Healthy"
"171","Ipswich","MA",11,4.598,1.862,"Reference",-2,2023,2021,0.056,-2,0.074,1.763,1.734,94.6831364124597,1.56,"48",-2,0.056,"Healthy"
"172","Ipswich","MA",12,5.124,2.075,"No Action",-2,2023,2014,0.061,-9,0.061,1.957,1.957,94.3132530120482,NA,"49",-2,0.047,"Healthy"
"173","Ipswich","MA",12,5.124,2.075,"No Action",-2,2023,2016,0.056,-7,0.061,1.965,1.957,94.6987951807229,0.39,"49",-2,0.047,"Healthy"
"174","Ipswich","MA",12,5.124,2.075,"No Action",-2,2023,2018,0.045,-5,0.061,1.985,1.957,95.6626506024096,1.35,"49",-2,0.047,"Healthy"
"175","Ipswich","MA",12,5.124,2.075,"No Action",-2,2023,2021,0.047,-2,0.061,1.982,1.957,95.5180722891566,1.2,"49",-2,0.047,"Healthy"
"176","Ipswich","MA",13,4.084,1.654,"Runnel",-2,2023,2014,0.071,-9,0.071,1.545,1.545,93.409915356711,NA,"50",-2,0.04,"Healthy"
"177","Ipswich","MA",13,4.084,1.654,"Runnel",-2,2023,2016,0.05,-7,0.071,1.575,1.545,95.223700120919,1.81,"50",-2,0.04,"Healthy"
"178","Ipswich","MA",13,4.084,1.654,"Runnel",-2,2023,2018,0.035,-5,0.071,1.598,1.545,96.6142684401451,3.2,"50",-2,0.04,"Healthy"
"179","Ipswich","MA",13,4.084,1.654,"Runnel",-2,2023,2021,0.04,-2,0.071,1.591,1.545,96.1910519951632,2.78,"50",-2,0.04,"Healthy"
"180","Ipswich","MA",14,7.058,2.859,"No Action",-2,2023,2014,0.031,-9,0.031,2.773,2.773,96.9919552291011,NA,"51",-2,0.042,"Healthy"
"181","Ipswich","MA",14,7.058,2.859,"No Action",-2,2023,2016,0.028,-7,0.031,2.781,2.773,97.2717733473242,0.28,"51",-2,0.042,"Healthy"
"182","Ipswich","MA",14,7.058,2.859,"No Action",-2,2023,2018,0.038,-5,0.031,2.753,2.773,96.2924099335432,-0.7,"51",-2,0.042,"Healthy"
"183","Ipswich","MA",14,7.058,2.859,"No Action",-2,2023,2021,0.042,-2,0.031,2.743,2.773,95.9426372857642,-1.05,"51",-2,0.042,"Healthy"
"184","Ipswich","MA",15,4.194,1.699,"No Action",-2,2023,2014,0.054,-9,0.054,1.612,1.612,94.8793407886992,NA,"52",-2,0.076,"Healthy"
"185","Ipswich","MA",15,4.194,1.699,"No Action",-2,2023,2016,0.041,-7,0.054,1.632,1.612,96.0565038257799,1.18,"52",-2,0.076,"Healthy"
"186","Ipswich","MA",15,4.194,1.699,"No Action",-2,2023,2018,0.08,-5,0.054,1.573,1.612,92.583872866392,-2.3,"52",-2,0.076,"Healthy"
"187","Ipswich","MA",15,4.194,1.699,"No Action",-2,2023,2021,0.076,-2,0.054,1.578,1.612,92.8781636256622,-2,"52",-2,0.076,"Healthy"
"188","Ipswich","MA",16,7.464,3.023,"Reference",-2,2023,2014,0.125,-9,0.125,2.686,2.686,88.8521336420774,NA,"53",-2,0.139,"Healthy"
"189","Ipswich","MA",16,7.464,3.023,"Reference",-2,2023,2016,0.121,-7,0.125,2.696,2.686,89.1829308633807,0.33,"53",-2,0.139,"Healthy"
"190","Ipswich","MA",16,7.464,3.023,"Reference",-2,2023,2018,0.091,-5,0.125,2.772,2.686,91.6969897452861,2.84,"53",-2,0.139,"Healthy"
"191","Ipswich","MA",16,7.464,3.023,"Reference",-2,2023,2021,0.139,-2,0.125,2.653,2.686,87.7605028117764,-1.09,"53",-2,0.139,"Healthy"
"192","Jacobs Point","RI",1,4.26,1.725,"Reference",5,2016,2010,0.017,-6,0.017,1.697,1.697,98.3768115942029,NA,"57",0,0.04,"Healthy"
"193","Jacobs Point","RI",1,4.26,1.725,"Reference",5,2016,2012,0.027,-4,0.017,1.68,1.697,97.3913043478261,-0.99,"57",0,0.04,"Healthy"
"194","Jacobs Point","RI",1,4.26,1.725,"Reference",5,2016,2014,0.024,-2,0.017,1.685,1.697,97.6811594202899,-0.7,"57",0,0.04,"Healthy"
"195","Jacobs Point","RI",1,4.26,1.725,"Reference",5,2016,2016,0.04,0,0.017,1.658,1.697,96.1159420289855,-2.26,"57",0,0.04,"Healthy"
"196","Jacobs Point","RI",1,4.26,1.725,"Reference",5,2016,2018,0.049,2,0.017,1.644,1.697,95.3043478260869,-3.07,"57",0,0.04,"Healthy"
"197","Jacobs Point","RI",1,4.26,1.725,"Reference",5,2016,2021,0.034,5,0.017,1.668,1.697,96.695652173913,-1.68,"57",0,0.04,"Healthy"
"198","Jacobs Point","RI",2,2.08,0.842,"Reference",5,2016,2010,0.005,-6,0.005,0.839,0.839,99.6437054631829,NA,"58",0,0.033,"Healthy"
"199","Jacobs Point","RI",2,2.08,0.842,"Reference",5,2016,2012,0.004,-4,0.005,0.839,0.839,99.6437054631829,0,"58",0,0.033,"Healthy"
"200","Jacobs Point","RI",2,2.08,0.842,"Reference",5,2016,2014,0.012,-2,0.005,0.832,0.839,98.812351543943,-0.83,"58",0,0.033,"Healthy"
"201","Jacobs Point","RI",2,2.08,0.842,"Reference",5,2016,2016,0.033,0,0.005,0.816,0.839,96.9121140142518,-2.73,"58",0,0.033,"Healthy"
"202","Jacobs Point","RI",2,2.08,0.842,"Reference",5,2016,2018,0.032,2,0.005,0.817,0.839,97.0308788598575,-2.61,"58",0,0.033,"Healthy"
"203","Jacobs Point","RI",2,2.08,0.842,"Reference",5,2016,2021,0.026,5,0.005,0.821,0.839,97.5059382422803,-2.14,"58",0,0.033,"Healthy"
"204","Jacobs Point","RI",3,2.49,1.008,"Reference",5,2016,2010,0.009,-6,0.009,0.999,0.999,99.1071428571429,NA,"59",0,0.026,"Healthy"
"205","Jacobs Point","RI",3,2.49,1.008,"Reference",5,2016,2012,0.015,-4,0.009,0.994,0.999,98.6111111111111,-0.5,"59",0,0.026,"Healthy"
"206","Jacobs Point","RI",3,2.49,1.008,"Reference",5,2016,2014,0.028,-2,0.009,0.981,0.999,97.3214285714286,-1.79,"59",0,0.026,"Healthy"
"207","Jacobs Point","RI",3,2.49,1.008,"Reference",5,2016,2016,0.026,0,0.009,0.983,0.999,97.5198412698413,-1.59,"59",0,0.026,"Healthy"
"208","Jacobs Point","RI",3,2.49,1.008,"Reference",5,2016,2018,0.023,2,0.009,0.986,0.999,97.8174603174603,-1.29,"59",0,0.026,"Healthy"
"209","Jacobs Point","RI",3,2.49,1.008,"Reference",5,2016,2021,0.022,5,0.009,0.987,0.999,97.9166666666667,-1.19,"59",0,0.026,"Healthy"
"210","Jacobs Point","RI",4,4.31,1.746,"Runnel",5,2016,2010,0.049,-6,0.049,1.665,1.665,95.3608247422681,NA,"60",0,0.024,"Healthy"
"211","Jacobs Point","RI",4,4.31,1.746,"Runnel",5,2016,2012,0.027,-4,0.049,1.7,1.665,97.3654066437572,2,"60",0,0.024,"Healthy"
"212","Jacobs Point","RI",4,4.31,1.746,"Runnel",5,2016,2014,0.024,-2,0.049,1.705,1.665,97.651775486827,2.29,"60",0,0.024,"Healthy"
"213","Jacobs Point","RI",4,4.31,1.746,"Runnel",5,2016,2016,0.024,0,0.049,1.705,1.665,97.651775486827,2.29,"60",0,0.024,"Healthy"
"214","Jacobs Point","RI",4,4.31,1.746,"Runnel",5,2016,2018,0.025,2,0.049,1.703,1.665,97.5372279495991,2.18,"60",0,0.024,"Healthy"
"215","Jacobs Point","RI",4,4.31,1.746,"Runnel",5,2016,2021,0.013,5,0.049,1.723,1.665,98.6827033218786,3.32,"60",0,0.024,"Healthy"
"216","Jacobs Point","RI",5,3.71,1.503,"Runnel",5,2016,2010,0.005,-6,0.005,1.495,1.495,99.4677312042582,NA,"61",0,0,"Healthy"
"217","Jacobs Point","RI",5,3.71,1.503,"Runnel",5,2016,2012,0.001,-4,0.005,1.5,1.495,99.8003992015968,0.33,"61",0,0,"Healthy"
"218","Jacobs Point","RI",5,3.71,1.503,"Runnel",5,2016,2014,0.01,-2,0.005,1.487,1.495,98.9354624085163,-0.53,"61",0,0,"Healthy"
"219","Jacobs Point","RI",5,3.71,1.503,"Runnel",5,2016,2016,0,0,0.005,1.502,1.495,99.9334664005323,0.47,"61",0,0,"Healthy"
"220","Jacobs Point","RI",5,3.71,1.503,"Runnel",5,2016,2018,0.004,2,0.005,1.497,1.495,99.6007984031936,0.13,"61",0,0,"Healthy"
"221","Jacobs Point","RI",5,3.71,1.503,"Runnel",5,2016,2021,0,5,0.005,1.503,1.495,100,0.53,"61",0,0,"Healthy"
"222","Jacobs Point","RI",6,1.77,0.717,"No Action",5,2016,2010,0.002,-6,0.002,0.716,0.716,99.860529986053,NA,"62",0,0.03,"Healthy"
"223","Jacobs Point","RI",6,1.77,0.717,"No Action",5,2016,2012,0.007,-4,0.002,0.712,0.716,99.302649930265,-0.56,"62",0,0.03,"Healthy"
"224","Jacobs Point","RI",6,1.77,0.717,"No Action",5,2016,2014,0.018,-2,0.002,0.704,0.716,98.186889818689,-1.67,"62",0,0.03,"Healthy"
"225","Jacobs Point","RI",6,1.77,0.717,"No Action",5,2016,2016,0.03,0,0.002,0.696,0.716,97.071129707113,-2.79,"62",0,0.03,"Healthy"
"226","Jacobs Point","RI",6,1.77,0.717,"No Action",5,2016,2018,0.031,2,0.002,0.695,0.716,96.931659693166,-2.93,"62",0,0.03,"Healthy"
"227","Jacobs Point","RI",6,1.77,0.717,"No Action",5,2016,2021,0.015,5,0.002,0.706,0.716,98.465829846583,-1.39,"62",0,0.03,"Healthy"
"228","Jacobs Point","RI",7,1.49,0.603,"Runnel",5,2016,2010,0.139,-6,0.139,0.53,0.53,87.893864013267,NA,"63",0,0.008,"Healthy"
"229","Jacobs Point","RI",7,1.49,0.603,"Runnel",5,2016,2012,0.064,-4,0.139,0.567,0.53,94.0298507462687,6.14,"63",0,0.008,"Healthy"
"230","Jacobs Point","RI",7,1.49,0.603,"Runnel",5,2016,2014,0.13,-2,0.139,0.534,0.53,88.5572139303483,0.66,"63",0,0.008,"Healthy"
"231","Jacobs Point","RI",7,1.49,0.603,"Runnel",5,2016,2016,0.008,0,0.139,0.599,0.53,99.3366500829187,11.44,"63",0,0.008,"Healthy"
"232","Jacobs Point","RI",7,1.49,0.603,"Runnel",5,2016,2018,0.01,2,0.139,0.598,0.53,99.1708126036484,11.28,"63",0,0.008,"Healthy"
"233","Jacobs Point","RI",7,1.49,0.603,"Runnel",5,2016,2021,0.006,5,0.139,0.6,0.53,99.5024875621891,11.61,"63",0,0.008,"Healthy"
"234","Jacobs Point","RI",8,0.6,0.243,"No Action",5,2016,2010,0.04,-6,0.04,0.234,0.234,96.2962962962963,NA,"64",0,0.019,"Healthy"
"235","Jacobs Point","RI",8,0.6,0.243,"No Action",5,2016,2012,0,-4,0.04,0.243,0.234,100,3.7,"64",0,0.019,"Healthy"
"236","Jacobs Point","RI",8,0.6,0.243,"No Action",5,2016,2014,0.024,-2,0.04,0.237,0.234,97.5308641975309,1.23,"64",0,0.019,"Healthy"
"237","Jacobs Point","RI",8,0.6,0.243,"No Action",5,2016,2016,0.019,0,0.04,0.238,0.234,97.9423868312757,1.65,"64",0,0.019,"Healthy"
"238","Jacobs Point","RI",8,0.6,0.243,"No Action",5,2016,2018,0.022,2,0.04,0.238,0.234,97.9423868312757,1.65,"64",0,0.019,"Healthy"
"239","Jacobs Point","RI",8,0.6,0.243,"No Action",5,2016,2021,0.004,5,0.04,0.242,0.234,99.5884773662551,3.29,"64",0,0.019,"Healthy"
"240","Jacobs Point","RI",9,0.98,0.397,"Runnel",5,2016,2010,0.078,-6,0.078,0.368,0.368,92.6952141057934,NA,"65",0,0.066,"Healthy"
"241","Jacobs Point","RI",9,0.98,0.397,"Runnel",5,2016,2012,0.016,-4,0.078,0.391,0.368,98.4886649874055,5.79,"65",0,0.066,"Healthy"
"242","Jacobs Point","RI",9,0.98,0.397,"Runnel",5,2016,2014,0.01,-2,0.078,0.393,0.368,98.992443324937,6.3,"65",0,0.066,"Healthy"
"243","Jacobs Point","RI",9,0.98,0.397,"Runnel",5,2016,2016,0.066,0,0.078,0.372,0.368,93.7027707808564,1.01,"65",0,0.066,"Healthy"
"244","Jacobs Point","RI",9,0.98,0.397,"Runnel",5,2016,2018,0.065,2,0.078,0.373,0.368,93.9546599496222,1.26,"65",0,0.066,"Healthy"
"245","Jacobs Point","RI",9,0.98,0.397,"Runnel",5,2016,2021,0.058,5,0.078,0.375,0.368,94.4584382871536,1.76,"65",0,0.066,"Healthy"
"246","Jacobs Point","RI",10,1.01,0.409,"Reference",5,2016,2010,0.001,-6,0.001,0.409,0.409,100,NA,"66",0,0.07,"Healthy"
"247","Jacobs Point","RI",10,1.01,0.409,"Reference",5,2016,2012,0,-4,0.001,0.409,0.409,100,0,"66",0,0.07,"Healthy"
"248","Jacobs Point","RI",10,1.01,0.409,"Reference",5,2016,2014,0.028,-2,0.001,0.398,0.409,97.3105134474328,-2.69,"66",0,0.07,"Healthy"
"249","Jacobs Point","RI",10,1.01,0.409,"Reference",5,2016,2016,0.07,0,0.001,0.382,0.409,93.398533007335,-6.6,"66",0,0.07,"Healthy"
"250","Jacobs Point","RI",10,1.01,0.409,"Reference",5,2016,2018,0.066,2,0.001,0.384,0.409,93.8875305623472,-6.11,"66",0,0.07,"Healthy"
"251","Jacobs Point","RI",10,1.01,0.409,"Reference",5,2016,2021,0.036,5,0.001,0.395,0.409,96.5770171149144,-3.42,"66",0,0.07,"Healthy"
"252","Kent's Island","MA",1,4.94,2.001,"Reference",-1,2022,2012,0.014,-10,0.014,1.972,1.972,98.5507246376812,NA,"67",-1,0.034,"Healthy"
"253","Kent's Island","MA",1,4.94,2.001,"Reference",-1,2022,2014,0.034,-8,0.014,1.934,1.972,96.6516741629185,-1.9,"67",-1,0.034,"Healthy"
"254","Kent's Island","MA",1,4.94,2.001,"Reference",-1,2022,2016,0.018,-6,0.014,1.966,1.972,98.2508745627186,-0.3,"67",-1,0.034,"Healthy"
"255","Kent's Island","MA",1,4.94,2.001,"Reference",-1,2022,2018,0.017,-4,0.014,1.967,1.972,98.3008495752124,-0.25,"67",-1,0.034,"Healthy"
"256","Kent's Island","MA",1,4.94,2.001,"Reference",-1,2022,2021,0.034,-1,0.014,1.935,1.972,96.7016491754123,-1.85,"67",-1,0.034,"Healthy"
"257","Kent's Island","MA",2,4.46,1.806,"Runnel",-1,2022,2012,0.029,-10,0.029,1.756,1.756,97.2314507198228,NA,"68",-1,0.114,"Healthy"
"258","Kent's Island","MA",2,4.46,1.806,"Runnel",-1,2022,2014,0.034,-8,0.029,1.747,1.756,96.7331118493909,-0.5,"68",-1,0.114,"Healthy"
"259","Kent's Island","MA",2,4.46,1.806,"Runnel",-1,2022,2016,0.043,-6,0.029,1.732,1.756,95.9025470653378,-1.33,"68",-1,0.114,"Healthy"
"260","Kent's Island","MA",2,4.46,1.806,"Runnel",-1,2022,2018,0.079,-4,0.029,1.675,1.756,92.7464008859358,-4.49,"68",-1,0.114,"Healthy"
"261","Kent's Island","MA",2,4.46,1.806,"Runnel",-1,2022,2021,0.114,-1,0.029,1.621,1.756,89.7563676633444,-7.48,"68",-1,0.114,"Healthy"
"262","Kent's Island","MA",3,7.05,2.855,"Runnel",-2,2023,2014,0.094,-9,0.094,2.609,2.609,91.3835376532399,NA,"69",-2,0.131,"Degraded"
"263","Kent's Island","MA",3,7.05,2.855,"Runnel",-2,2023,2016,0.119,-7,0.094,2.552,2.609,89.3870402802102,-2,"69",-2,0.131,"Degraded"
"264","Kent's Island","MA",3,7.05,2.855,"Runnel",-2,2023,2018,0.098,-5,0.094,2.599,2.609,91.0332749562172,-0.35,"69",-2,0.131,"Degraded"
"265","Kent's Island","MA",3,7.05,2.855,"Runnel",-2,2023,2021,0.131,-2,0.094,2.525,2.609,88.4413309982487,-2.94,"69",-2,0.131,"Degraded"
"266","Kent's Island","MA",5,2.77,1.122,"Reference",-2,2023,2014,0.042,-9,0.042,1.077,1.077,95.9893048128342,NA,"70",-2,0.067,"Healthy"
"267","Kent's Island","MA",5,2.77,1.122,"Reference",-2,2023,2016,0.049,-7,0.042,1.069,1.077,95.2762923351159,-0.71,"70",-2,0.067,"Healthy"
"268","Kent's Island","MA",5,2.77,1.122,"Reference",-2,2023,2018,0.043,-5,0.042,1.076,1.077,95.9001782531194,-0.09,"70",-2,0.067,"Healthy"
"269","Kent's Island","MA",5,2.77,1.122,"Reference",-2,2023,2021,0.067,-2,0.042,1.052,1.077,93.7611408199643,-2.23,"70",-2,0.067,"Healthy"
"270","Kent's Island","MA",7,1.23,0.498,"Runnel",-2,2023,2014,0.038,-9,0.038,0.48,0.48,96.3855421686747,NA,"72",-2,0.086,"Healthy"
"271","Kent's Island","MA",7,1.23,0.498,"Runnel",-2,2023,2016,0.041,-7,0.038,0.478,0.48,95.9839357429719,-0.4,"72",-2,0.086,"Healthy"
"272","Kent's Island","MA",7,1.23,0.498,"Runnel",-2,2023,2018,0.037,-5,0.038,0.48,0.48,96.3855421686747,0,"72",-2,0.086,"Healthy"
"273","Kent's Island","MA",7,1.23,0.498,"Runnel",-2,2023,2021,0.086,-2,0.038,0.459,0.48,92.1686746987952,-4.22,"72",-2,0.086,"Healthy"
"274","Kent's Island","MA",8,2.03,0.822,"No Action",-2,2023,2014,0.135,-9,0.135,0.724,0.724,88.0778588807786,NA,"73",-2,0.262,"Degraded"
"275","Kent's Island","MA",8,2.03,0.822,"No Action",-2,2023,2016,0.152,-7,0.135,0.713,0.724,86.7396593673966,-1.34,"73",-2,0.262,"Degraded"
"276","Kent's Island","MA",8,2.03,0.822,"No Action",-2,2023,2018,0.139,-5,0.135,0.722,0.724,87.8345498783455,-0.24,"73",-2,0.262,"Degraded"
"277","Kent's Island","MA",8,2.03,0.822,"No Action",-2,2023,2021,0.262,-2,0.135,0.651,0.724,79.1970802919708,-8.88,"73",-2,0.262,"Degraded"
"278","Kent's Island","MA",9,0.44,0.178,"No Action",-2,2023,2014,0.922,-9,0.922,0.093,0.093,52.247191011236,NA,"74",-2,0.592,"Degraded"
"279","Kent's Island","MA",9,0.44,0.178,"No Action",-2,2023,2016,0.885,-7,0.922,0.095,0.093,53.3707865168539,1.12,"74",-2,0.592,"Degraded"
"280","Kent's Island","MA",9,0.44,0.178,"No Action",-2,2023,2018,0.577,-5,0.922,0.113,0.093,63.4831460674157,11.24,"74",-2,0.592,"Degraded"
"281","Kent's Island","MA",9,0.44,0.178,"No Action",-2,2023,2021,0.592,-2,0.922,0.112,0.093,62.9213483146068,10.67,"74",-2,0.592,"Degraded"
"282","Kent's Island","MA",10,2.3,0.932,"Runnel",-2,2023,2014,0.114,-9,0.114,0.836,0.836,89.6995708154506,NA,"75",-2,0.089,"Healthy"
"283","Kent's Island","MA",10,2.3,0.932,"Runnel",-2,2023,2016,0.129,-7,0.114,0.825,0.836,88.519313304721,-1.18,"75",-2,0.089,"Healthy"
"284","Kent's Island","MA",10,2.3,0.932,"Runnel",-2,2023,2018,0.126,-5,0.114,0.827,0.836,88.7339055793991,-0.97,"75",-2,0.089,"Healthy"
"285","Kent's Island","MA",10,2.3,0.932,"Runnel",-2,2023,2021,0.089,-2,0.114,0.855,0.836,91.7381974248927,2.04,"75",-2,0.089,"Healthy"
"286","Kent's Island","MA",11,9.18,3.718,"No Action",-2,2023,2014,0.253,-9,0.253,2.968,2.968,79.8278644432491,NA,"76",-2,0.383,"Degraded"
"287","Kent's Island","MA",11,9.18,3.718,"No Action",-2,2023,2016,0.301,-7,0.253,2.859,2.968,76.8961807423346,-2.93,"76",-2,0.383,"Degraded"
"288","Kent's Island","MA",11,9.18,3.718,"No Action",-2,2023,2018,0.273,-5,0.253,2.921,2.968,78.5637439483593,-1.26,"76",-2,0.383,"Degraded"
"289","Kent's Island","MA",11,9.18,3.718,"No Action",-2,2023,2021,0.383,-2,0.253,2.688,2.968,72.2969338353954,-7.53,"76",-2,0.383,"Degraded"
"290","Kent's Island","MA",12,8.53,3.455,"No Action",-2,2023,2014,0.136,-9,0.136,3.041,3.041,88.0173661360347,NA,"77",-2,0.263,"Degraded"
"291","Kent's Island","MA",12,8.53,3.455,"No Action",-2,2023,2016,0.162,-7,0.136,2.974,3.041,86.0781476121563,-1.94,"77",-2,0.263,"Degraded"
"292","Kent's Island","MA",12,8.53,3.455,"No Action",-2,2023,2018,0.132,-5,0.136,3.052,3.041,88.3357452966715,0.32,"77",-2,0.263,"Degraded"
"293","Kent's Island","MA",12,8.53,3.455,"No Action",-2,2023,2021,0.263,-2,0.136,2.735,3.041,79.1606367583213,-8.86,"77",-2,0.263,"Degraded"
"294","Kent's Island","MA",13,2.04,0.826,"Reference",-2,2023,2014,0.027,-9,0.027,0.804,0.804,97.3365617433414,NA,"78",-2,0.059,"Healthy"
"295","Kent's Island","MA",13,2.04,0.826,"Reference",-2,2023,2016,0.033,-7,0.027,0.8,0.804,96.8523002421308,-0.48,"78",-2,0.059,"Healthy"
"296","Kent's Island","MA",13,2.04,0.826,"Reference",-2,2023,2018,0.028,-5,0.027,0.804,0.804,97.3365617433414,0,"78",-2,0.059,"Healthy"
"297","Kent's Island","MA",13,2.04,0.826,"Reference",-2,2023,2021,0.059,-2,0.027,0.78,0.804,94.4309927360775,-2.91,"78",-2,0.059,"Healthy"
"298","Kent's Island","MA",14,7.79,3.155,"No Action",-1,2022,2012,0.101,-10,0.101,2.866,2.866,90.8399366085579,NA,"79",-1,0.139,"Degraded"
"299","Kent's Island","MA",14,7.79,3.155,"No Action",-1,2022,2014,0.096,-8,0.101,2.878,2.866,91.2202852614897,0.38,"79",-1,0.139,"Degraded"
"300","Kent's Island","MA",14,7.79,3.155,"No Action",-1,2022,2016,0.133,-6,0.101,2.785,2.866,88.2725832012678,-2.57,"79",-1,0.139,"Degraded"
"301","Kent's Island","MA",14,7.79,3.155,"No Action",-1,2022,2018,0.088,-4,0.101,2.9,2.866,91.9175911251981,1.08,"79",-1,0.139,"Degraded"
"302","Kent's Island","MA",14,7.79,3.155,"No Action",-1,2022,2021,0.139,-1,0.101,2.769,2.866,87.7654516640254,-3.07,"79",-1,0.139,"Degraded"
"303","Kent's Island","MA",15,4,1.62,"No Action",-1,2022,2012,0.033,-10,0.033,1.569,1.569,96.8518518518518,NA,"80",-1,0.119,"Healthy"
"304","Kent's Island","MA",15,4,1.62,"No Action",-1,2022,2014,0.052,-8,0.033,1.54,1.569,95.0617283950617,-1.79,"80",-1,0.119,"Healthy"
"305","Kent's Island","MA",15,4,1.62,"No Action",-1,2022,2016,0.063,-6,0.033,1.524,1.569,94.0740740740741,-2.78,"80",-1,0.119,"Healthy"
"306","Kent's Island","MA",15,4,1.62,"No Action",-1,2022,2018,0.059,-4,0.033,1.529,1.569,94.3827160493827,-2.47,"80",-1,0.119,"Healthy"
"307","Kent's Island","MA",15,4,1.62,"No Action",-1,2022,2021,0.119,-1,0.033,1.448,1.569,89.3827160493827,-7.47,"80",-1,0.119,"Healthy"
"308","Kent's Island","MA",16,14.68,5.945,"No Action",-1,2022,2012,0.017,-10,0.017,5.848,5.848,98.3683767872161,NA,"81",-1,0.047,"Healthy"
"309","Kent's Island","MA",16,14.68,5.945,"No Action",-1,2022,2014,0.024,-8,0.017,5.807,5.848,97.6787216148024,-0.69,"81",-1,0.047,"Healthy"
"310","Kent's Island","MA",16,14.68,5.945,"No Action",-1,2022,2016,0.019,-6,0.017,5.836,5.848,98.1665264928511,-0.2,"81",-1,0.047,"Healthy"
"311","Kent's Island","MA",16,14.68,5.945,"No Action",-1,2022,2018,0.029,-4,0.017,5.779,5.848,97.2077375946173,-1.16,"81",-1,0.047,"Healthy"
"312","Kent's Island","MA",16,14.68,5.945,"No Action",-1,2022,2021,0.047,-1,0.017,5.681,5.848,95.5592935239697,-2.81,"81",-1,0.047,"Healthy"
"313","Middlebridge","RI",1,1.95,0.79,"Reference",5,2016,2010,0.065,-6,0.065,0.742,0.742,93.9240506329114,NA,"82",0,0.028,"Healthy"
"314","Middlebridge","RI",1,1.95,0.79,"Reference",5,2016,2012,0.074,-4,0.065,0.735,0.742,93.0379746835443,-0.89,"82",0,0.028,"Healthy"
"315","Middlebridge","RI",1,1.95,0.79,"Reference",5,2016,2014,0.075,-2,0.065,0.735,0.742,93.0379746835443,-0.89,"82",0,0.028,"Healthy"
"316","Middlebridge","RI",1,1.95,0.79,"Reference",5,2016,2016,0.028,0,0.065,0.768,0.742,97.2151898734177,3.29,"82",0,0.028,"Healthy"
"317","Middlebridge","RI",1,1.95,0.79,"Reference",5,2016,2018,0.017,2,0.065,0.777,0.742,98.3544303797468,4.43,"82",0,0.028,"Healthy"
"318","Middlebridge","RI",1,1.95,0.79,"Reference",5,2016,2021,0.015,5,0.065,0.778,0.742,98.4810126582279,4.56,"82",0,0.028,"Healthy"
"319","Middlebridge","RI",2,1.03,0.417,"Reference",5,2016,2010,0.014,-6,0.014,0.411,0.411,98.5611510791367,NA,"83",0,0.024,"Healthy"
"320","Middlebridge","RI",2,1.03,0.417,"Reference",5,2016,2012,0.022,-4,0.014,0.408,0.411,97.841726618705,-0.72,"83",0,0.024,"Healthy"
"321","Middlebridge","RI",2,1.03,0.417,"Reference",5,2016,2014,0.008,-2,0.014,0.414,0.411,99.2805755395683,0.72,"83",0,0.024,"Healthy"
"322","Middlebridge","RI",2,1.03,0.417,"Reference",5,2016,2016,0.024,0,0.014,0.407,0.411,97.6019184652278,-0.96,"83",0,0.024,"Healthy"
"323","Middlebridge","RI",2,1.03,0.417,"Reference",5,2016,2018,0.026,2,0.014,0.407,0.411,97.6019184652278,-0.96,"83",0,0.024,"Healthy"
"324","Middlebridge","RI",2,1.03,0.417,"Reference",5,2016,2021,0.017,5,0.014,0.41,0.411,98.3213429256595,-0.24,"83",0,0.024,"Healthy"
"325","Middlebridge","RI",3,2.41,0.976,"No Action",5,2016,2010,0.123,-6,0.123,0.869,0.869,89.0368852459016,NA,"84",0,0.148,"Degraded"
"326","Middlebridge","RI",3,2.41,0.976,"No Action",5,2016,2012,0.125,-4,0.123,0.868,0.869,88.9344262295082,-0.1,"84",0,0.148,"Degraded"
"327","Middlebridge","RI",3,2.41,0.976,"No Action",5,2016,2014,0.156,-2,0.123,0.844,0.869,86.4754098360656,-2.56,"84",0,0.148,"Degraded"
"328","Middlebridge","RI",3,2.41,0.976,"No Action",5,2016,2016,0.148,0,0.123,0.85,0.869,87.0901639344262,-1.95,"84",0,0.148,"Degraded"
"329","Middlebridge","RI",3,2.41,0.976,"No Action",5,2016,2018,0.171,2,0.123,0.833,0.869,85.3483606557377,-3.69,"84",0,0.148,"Degraded"
"330","Middlebridge","RI",3,2.41,0.976,"No Action",5,2016,2021,0.199,5,0.123,0.814,0.869,83.4016393442623,-5.64,"84",0,0.148,"Degraded"
